uid,nombre_de_la_entidad,departamento_entidad,municipio_entidad,nivel_entidad,orden_entidad,tipo_de_proceso,objeto_a_contratar,nombre_familia,id_familia,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_fima,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato
15-1-139275-3855886,SANTANDER - ALCALDÍA MUNICIPIO DE ENCISO,Santander,Enciso,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATO DE OBRA PARA LA PAVIMENTACIÓN EN CONCRETO DE LAS VÍAS URBANAS SOBRE LA CARRERA 3 ENTRE CALLES 2-3  3-4  4-5 Y LA CALLE 4 ENTRE CARRERAS 3 Y 4  DEL CASCO URBANO DEL MUNICIPIO DE ENCISO  DEPARTAMENTO DE SANTANDER  EN CUMPLIMIENTO  DEL CONVENIO INTERADMINISTRATIVO N0.157 DPS-FIP DEL 29 DE DICIEMBRE DEL 2014  SUSCRITO ENTRE EL DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL-FONDO DE INVERSION PARA LA PAZ-DPS-FIP Y EL MUNICIPIO DE ENCISO SANTANDER.,546949262,546857644,0,546857644,2015.0,06/30/2015,07/06/2015,6,M,0,0,01/06/2016
18-21-3861-7569416,QUINDÍO - ALCALDÍA MUNICIPIO DE MONTENEGRO,Quindío,Montenegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACION  CONSTRUCCIÓN Y MANTENIMIENTO DE VÍAS URBANAS Y REPOSICIÓN DE REDES DE ACUEDUCTO Y ALCANTARILLADO DEL MUNICIPIO DE MONTENEGRO  DEPARTAMENTO DEL QUINDÍO SEGÚN ESPECIFICACIONES TÉCNICAS,557199384,550451451,0,550451451,2018.0,08/09/2018,08/09/2018,120,D,0,0,08/09/2018
17-1-168708-5817773,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENTRERRIOS,Antioquia,Entrerrios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REPOSICIÓN DE PAVIMENTO  ANDENES Y REDES DE ACUEDUCTO Y ALCANTARILLADO EN EL SECTOR LA BOMBA DE LA ZONA URBANA DEL MUNICIPIO DE ENTRERRÍOS  ANTIOQUIA,670512976,660458377,191868674,852327051,2017.0,03/13/2017,04/17/2017,4,M,0,3,11/17/2017
15-1-143842-3918082,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE COGUA,Cundinamarca,Cogua,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿MEJORAMIENTO DE LA ESTRUCTURA VIAL  CONSTRUCCIÓN DE PLACAS HUELLAS Y OBRAS DE ARTE EN LAS VIAS RURALES DEL MUNICIPIO DE COGUA DEPARTAMENTO DE CUNDINAMARCA¿,689781021,689781016,0,689781016,2015.0,09/17/2015,09/17/2015,3,M,0,0,12/17/2015
15-1-152062-6309857,CASANARE - ALCALDÍA MUNICIPIO DE CHAMEZA,Casanare,Chameza,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,OBJETO: REALIZAR LA CONSTRUCCIÓN Y PAVIMENTACIÓN ENTRE LA ABSCISA K26+190 AL CASCO URBANO DEL MUNICIPIO DE CHÁMEZA EN LA VÍA RECETOR ¿ CHÁMEZA  CASANARE.,8276307617,8261478955,0,8261478955,2015.0,12/21/2015,12/29/2015,6,M,20,3,10/18/2016
18-21-5267-7730072,ANTIOQUIA - ALCALDÍA MUNICIPIO DE HISPANIA,Antioquia,Hispania,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VIAS TERCIARIAS MEDIANTE EL USO DE PLACA HUELLA EN LA VEREDA EL SILENCIO DEL MUNICIPIO DE HISPANIA DEL DEPARTAMENTO DE ANTIOQUIA,486584088,486572988,73874536,560447524,2018.0,09/26/2018,10/24/2018,4,M,0,0,02/24/2019
16-1-161975-5289416,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCIÓN TERRITORIAL CAQUETA,7028052185,558768482,143728705,702497187,2016.0,10/21/2016,11/03/2016,18,M,0,5,10/03/2018
16-1-156305-4778219,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y REHABILITACIÓN DEL PASO NACIONAL POR TIPACOQUE  VÍA DUITAMA ¿ LA 11 PALMERA  CÓDIGO 5503 DEL PR 117+0043 AL PR 118+0023 EN EL DEPARTAMENTO DE BOYACÁ,1806840347,1778181660,0,1778181660,2016.0,06/17/2016,06/17/2016,4,M,0,1,11/17/2016
15-1-135767-3873313,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Santander,Sabana de Torres,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO VIAL MEDIANTE LA ESTABILIZACION CON EMULSION ASFALTICA EN DIFERENTES SECTORES DEL AREA URBANA DEL MUNICIPIO DE SABANA DE TORRES  SANTANDER,1859634686,1859618566,0,1859618566,2015.0,04/30/2015,07/02/2015,8,M,0,0,03/02/2016
15-1-144978-3897893,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN JERÓNIMO,Antioquia,San Jerónimo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VIAS TERCIARIAS EN EL MUNICIPIO DE SAN JERÓNIMO  ANTIOQUIA,300000000,299997914,0,299997914,2015.0,09/02/2015,09/15/2015,3,M,0,0,12/15/2015
15-1-143530-5631866,CAUCA - ALCALDÍA MUNICIPIO DE TORIBÍO,Cauca,Toribio,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,ADECUACION Y MANTENIMIENTO DE VIAS TERCIARIAS A CARGO DEL MUNICIPIO DE TORIBIO CAUCA,640800000,640789631,0,640789631,2015.0,09/25/2015,12/15/2015,3,M,0,0,03/15/2016
17-1-171838-6024974,CÓRDOBA - ALCALDÍA MUNICIPIO DE PUEBLO NUEVO,Córdoba,Pueblo Nuevo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO MEDIANTE LA ADECUACION DE PUNTOS CRITICOS DE LAS VIAS TERCIARIAS DEL MUNICIPIO DE PUEBLO NUEVO DEPARTAMENTO DE CORDOBA,558800691,558700022,0,558700022,2017.0,05/22/2017,05/22/2017,3,M,0,0,08/22/2017
18-21-275-7273846,META - ALCALDÍA MUNICIPIO DE PUERTO LÓPEZ,Meta,Puerto López,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO URBANISTICO DE LA CALLE 5 Y CALLE 6 ENTRE CARRERAS 12 Y CARRERA 1  EN EL MUNICIPIO DE PUERTO LÓPEZ  META.  SEGUNDA ETAPA,6099341965,6099341965,0,6099341965,2018.0,03/21/2018,04/06/2018,4,M,15,0,08/21/2018
17-1-169835-6436125,CALDAS - GOBERNACIÓN,Caldas,Manizales,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO MEDIANTE LA CONSTRUCCIÓN DE HUELLAS EN CONCRETO  RED VIAL DEPARTAMENTO DE CALDAS,3189707705,439454781,0,439454781,2017.0,06/27/2017,09/15/2017,2,M,23,0,12/08/2017
15-1-143545-4023003,NARIÑO - ALCALDÍA MUNICIPIO DE LA CRUZ,Nariño,La Cruz,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE VIAS URBANAS EN EL  MUNICIPIO DE LA CRUZ DEPARTAMENTO DE NARIÑO,342165833,342136046,0,342136046,2015.0,09/01/2015,11/03/2015,3,M,0,0,02/03/2016
15-1-148887-5060903,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,OBRAS DE ESTABILIZACION  MITIGACION Y COMPLEMENTARIAS PARA LA APERTURA Y PUESTA EN FUNCIONAMIENTO DE VIA EN LA VEREDA RANCHERIAS  DEL  MUNICIPIO DE RIONEGRO - ANTIOQUIA,376391228,188139473,0,188139473,2015.0,11/09/2015,11/09/2015,2,M,0,0,01/09/2016
17-1-180266-9426416,MAGDALENA - ALCALDÍA MUNICIPIO DE ZONA BANANERA,Magdalena,Zona Bananera,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DEL SENDERO VEHICULAR Y PEATONAL PARA EL BALNEARIO DEL CORREGIMIENTO DE JULIO ZAWADY EN EL MUNICIPIO DE ZONA BANANERA - MAGDALENA,1651222735,1651222735,0,1651222735,2017.0,10/20/2017,10/24/2017,3,M,0,0,01/24/2018
16-1-161175-5481800,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GIRARDOT,Cundinamarca,Girardot,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO ENTORNO URBANO CIUDADELA CAFAM DEL SOL,400000000,399308000,0,399308000,2016.0,09/16/2016,12/07/2016,60,D,0,0,12/07/2016
16-1-161878-5268551,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO RUTINARIO VÍAS A CARGO DEL INSTITUTO NACIONAL DEL VÍAS DIRECCIÓN TERRITORIAL ANTIOQUIA. PROYECTO: CONSERVACIÓN DE VÍAS A TRAVÉS DE MICROEMPRESAS Y ADMINISTRADORES VIALES,5841367841,1021574750,256044552,1277619302,2016.0,10/18/2016,11/12/2016,589,D,110,1,04/01/2017
19-1-197949-8280399,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN VICENTE,Antioquia,San Vicente,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,Suministro de materiales para la construcción cinco (5) kilómetros de placa huellas en las vías terciarias del Municipio de San Vicente Ferrer  puestos en la obra  de acuerdo con las fichas de priorización de los proyectos,953032830,953032830,0,953032830,2019.0,02/28/2019,02/28/2019,10,M,0,0,12/28/2019
19-1-198244-8367112,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE ABREGO,Norte De Santander,Abrego,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE VIAS EN PAVIMENTO RIGIDO EN EL SECTOR URBANO DEL MUNICIPIO DE ABREGO  NORTE DE SANTANDER,689946254,689914796,0,689914796,2019.0,03/06/2019,03/21/2019,3,M,0,0,06/21/2019
15-1-140181-3801849,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LOS PATIOS,Norte De Santander,Los Patios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN EN CONCRETO RIGIDO  DE LA CALLE 24; TRAMO DESDE LA AVENIDAS 10 HACIA LA TOMA DUPLAT EN EL BARRIO PATIO ANTIGUO Y DE LA CALLE 27 ENTRE AVENIDAS 1 y 2 EN EL BARRIO LA CORDIALIDAD DEL MUNICIPIO DE LOS PATIOS,233023731,233023657,0,233023657,2015.0,07/27/2015,08/03/2015,2,M,0,0,10/03/2015
15-1-145046-4014083,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y REHABILITACION  DE LA  VIA  CIRCUNVALACIÓN DE LA ISLA DE PROVIDENCIA  PARA EL PROGRAMA ¿VÍAS PARA LA EQUIDAD,22230000000,21836667597,700000000,22536667597,2015.0,11/04/2015,01/25/2016,24,M,0,5,06/25/2018
17-1-176157-6324549,NARIÑO - ALCALDÍA MUNICIPIO DE CONTADERO,Nariño,Contadero,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN PAVIMENTO RÍGIDO VÍAS URBANAS MUNICIPIO DE EL CONTADERO  DEPARTAMENTO DE NARIÑO,660269178,660145242,0,660145242,2017.0,08/18/2017,08/18/2017,5,M,0,2,03/18/2018
15-1-146067-3956984,SANTANDER - ALCALDÍA MUNICIPIO DE EL CARMEN DE CHUCURÍ,Santander,El Carmen de Chucurí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN PRIMERA FASE DE PAVIMENTO EN CONCRETO RÍGIDO EN LA CARRERA 3 ENTRE CALLES 8ª Y 12ª DEL MUNICIPIO EL CARMEN DE CHUCURI  SANTANDER,569940296,569934710,0,569934710,2015.0,09/21/2015,09/21/2015,75,D,14,0,10/05/2015
15-1-139435-3930934,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE ALUMBRADO PÚBLICO PARA EL MEJORAMIENTO DE LA SEGURIDAD VIAL Y CIUDADANA EN LA ZONA URBANA Y RURAL DEL MUNICIPIO DE RIONEGRO,1666825321,1665574431,0,1665574431,2015.0,07/16/2015,08/24/2015,4,M,0,1,01/24/2016
17-1-176367-6572460,NARIÑO - ALCALDÍA MUNICIPIO DE CONSACA,Nariño,Consaca,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO EN VÍAS URBANAS DEL MUNICIPIO DE CONSACÁ  NARIÑO,2358478446,2358257726,0,2358257726,2017.0,09/06/2017,12/20/2017,8,M,0,0,08/20/2018
17-1-185017-7267008,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VÍAS RURALES DEL MUNICIPIO DE SUBACHOQUE EN EL MARCO  DE LOS CONVENIOS ICCU 373  374  375 Y 376 DE 2017 SUSCRITOS ENTRE EL MUNICIPIO DE SUBACHOQUE Y EL ICCU,400000000,399896048,0,399896048,2018.0,02/14/2018,03/20/2018,5,M,0,0,08/20/2018
19-21-11438-9086634,META - ALCALDÍA MUNICIPIO DE PUERTO LÓPEZ,Meta,Puerto López,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACION MEDIANTE REPARCHEO EN ASFALTO DE VARIOS TRAMOS DE LAS VIAS URBANAS EN EL MUNICIPIO DE PUERTO LÓPEZ Y CONSTRUCCION DE REDUCTORES DE VELOCIDAD EN EL AREA URBANA DE PUERTO LOPEZ - META,391615063,391590810,0,391590810,2019.0,09/02/2019,10/01/2019,2,M,0,0,12/01/2019
15-1-144678-3926197,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LOS PATIOS,Norte De Santander,Los Patios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION EN CONCRETO DE VIAS URBANAS MUNICIPIO DE LOS PATIOS  NORTE DE SANTANDER: CALLE 36 ENTRE AV. 2 Y 3 BARRIO LA SABANA  AVENIDA 0 ENTRE CALLES 34 Y 35 BARRIO 12 DE OCTUBRE  CALLE 33 ENTRE AV. 1E Y 2E Y TAPÓN BARRIO 12 DE OCTUBRE  AVENIDA 3E ENTRE CALLES 32A Y 31 BARRIO LA CORDIALIDAD  CALLE 31 ENTRE AV. 3E Y 1E BARRIO LA CORDIALIDAD  AVENIDA 2E ENTRE CALLES 31 Y 32 BARRIO LA CORDIALIDAD  CALLE 28 ENTRE AVENIDAS 2 Y 4 BARRIO LA CORDIALIDAD  AVENIDA 0 ENTRE CALLES 26 Y 27 BARRIO LA CORDIALIDAD  CALLE 24 ENTRE AV. 4 Y 5 BARRIO TASAJERO  CALLE 23 ENTRE AV.4 Y 6 BARRIO TASAJERO   AVENIDA 5 ENTRE CALLES 22 Y 24 BARRIO TASAJERO  AVENIDA 3 ENTRE CALLES 35 Y 36 BARRIO LA SABANA  CALLE 8 ENTRE AV. 10 Y 12 KM 8 ENTRADA URBANIZACIÓN  MIRADOR DEL PAMPLONITA  CALLE 22 ENTRE AV. 8 Y 10 BARRIO 11 DE NOVIEMBRE.,3054187640,3048864847,0,3048864847,2015.0,09/17/2015,09/17/2015,4,M,81,0,04/07/2016
16-1-165419-5539453,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAJICÁ,Cundinamarca,Cajicá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PLACA HUELLAS EN LA ZONA RURAL DEL MUNICIPIO DE CAJICA,390599351,389367173,0,389367173,2017.0,01/03/2017,01/11/2017,3,M,0,0,04/11/2017
17-1-177453-6550875,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE NOCAIMA,Cundinamarca,Nocaima,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VÍAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162,233228908,0,233228908,2017.0,09/14/2017,10/23/2017,2,M,0,0,12/23/2017
17-1-180802-6669069,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL DOVIO,Valle del Cauca,El Dovio,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TERCIARIAS ( EL DOVIO- PLAYA RICA ) LA QUINTA- LA PRADERA) MUNICIPIO DE EL DOVIO,782618472,782618471,0,782618471,2017.0,11/07/2017,11/17/2017,2,M,0,0,01/17/2018
18-21-2569-7470238,BOYACÁ - ALCALDÍA MUNICIPIO DE CHITA,Boyacá,Chita,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PAVIMENTO RIGIDO Y REPOSICION DE REDES DE ALCANTARILLADO  ACUEDUCTO Y MANEJO DE AGUAS LLUVIAS DE LA CALLE 6 ENTRE CARRERAS 6 Y 7 DEL MUNICIPIO DE CHITA BOYACÁ,224516088,224515183,0,224515183,2018.0,07/04/2018,07/16/2018,3,M,0,0,10/16/2018
17-1-169808-7781757,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VIA CENTRO POBLADO DE CORRALEJAS - QUIPILE - VEREDA CHINIATA BAJA SECTOR PALO DE ORO Y SANTANA DEL MUNICIPIO DE ANOLAIMA (CONV. ICCU 231-2016)  MEJORAMIENTO DE LA VIA LA FLORIDA - ANOLAIMA VEREDA LOS BALSOS SECTOR LA ESCUELA DE LOS BALSOS DEL MUNICIPIO DE ANOLAIMA (CONV  ICCU 233-2016)  MEJORAMIENTO DE LA VIA TERCIARIA QUE CONDUCE DESDE EL CASCO URBANO A LA VEREDA SAN GERONIMO EN EL SECTOR LAS ALBERCAS MUNICIPIO DE ANOLAIMA CUNDINAMARCA (CONV ICCU 470 - 2016)  MEJORAMIENTO DE LA VIA ANOLAIMA ¿ VEREDA SAN CAYETANO SECTOR EL MANGO DEL MUNICIPIO DE ANOLAIMA  CUNDINAMARCA (CONV ICCU 472 - 2016)  MEJORAMIENTO DE LA VIA ANOLAIMA - VEREDA LA MARIA SECTOR EL DINDE DEL MUNICIPIO DE ANOLAIMA  CUNDINAMARCA (CONV ICCU 473-2016)  MEJORAMIENTO DE LA VIA ANOLAIMA - VEREDA SAN RAFAEL SECTOR LA ESCUELA DEL MUNICIPIO DE ANOLAIMA  CUNDINAMARCA (CONV ICCU 584 - 2016)  MEJORAMIENTO DE LA VIA CENTRO POBLADO CORRALEJAS ¿ VEREDA CHINIATA SECTOR EL 70 DEL MUNICIPIO DE ANOLAIMA  CUNDINAMARCA (CONV ICCU 579-2016)  MEJORAMIENTO DE LA VIA ANOLAIMA - VEREDA LA LAGUNA SECTOR EL CAJON DEL MUNICIPIO DE ANOLAIMA  CUNDINAMARCA (CONV ICCU 577 - 2016).,839309484,839259365,0,839259365,2017.0,04/28/2017,09/11/2017,4,M,0,0,01/11/2018
17-1-184284-7203916,META - ALCALDÍA MUNICIPIO DE PUERTO LÓPEZ,Meta,Puerto López,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE UN PUENTE EN CONCRETO REFORZADO L=7M  VIA PUERTO LÓPEZ-VIA CABALLEROS-INSPECCIÓN PUERTO GUADALUPE  EN LA ABSCISA K65+000 SOBRE EL CAÑO PIEDRA  MUNICIPIO DE PUERTO LOPEZ-META.,538903797,538854883,0,538854883,2018.0,01/23/2018,03/05/2018,6,M,0,0,09/05/2018
19-21-8543-8423481,ANTIOQUIA - ALCALDÍA MUNICIPIO DE TITIRIBÍ,Antioquia,Titiribí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO EN LAS VÍAS URBANAS DEL MUNICIPIO DE TITIRIBÍ  DEPARTAMENTO DE ANTIOQUIA.,330000000,330000000,0,330000000,2019.0,04/02/2019,04/22/2019,3,M,0,0,07/22/2019
16-1-161637-5187089,SANTANDER - ALCALDÍA MUNICIPIO DE GIRÓN,Santander,Girón,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  MEJORAMIENTO Y REHABILITACION DE LA MALLA VIAL URBANA ZONA I SECTOR NORTE DEL MUNICIPIO DE GIRON - SANTANDER  ENMARCADO DENTRO DEL PROYECTO:  CONSTRUCCION  MANTENIMIENTO Y MEJORAMIENTO DE LA MALLA VIAL  Y EQUIPAMIENTO URBANO Y RURAL CON SUS OBRAS COMPLEMENTARIAS EN EL MUNICIPIO DE GIRON - SANTANDER.,5500000000,5499998627,2749999939,8249998566,2016.0,10/11/2016,10/21/2016,26,M,0,0,12/21/2018
16-1-160007-5029288,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GUARNE,Antioquia,Guarne,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN  MANTENIMIENTO  REHABILITACIÓN Y OBRAS COMPLEMENTARIAS EN LA MALLA VIAL URBANA DEL MUNICIPIO DE GUARNE,352205794,350841075,0,350841075,2016.0,08/16/2016,08/30/2016,30,D,30,0,10/29/2016
15-1-150895-5650065,HUILA - ALCALDÍA MUNICIPIO DE PITAL,Huila,El Pital,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PAVIMENTO EN PLACA HUELLA  EN LAS VIAS: VEREDA  RETIRO (450 METROS LINEALES);VEREDA LOS ALPES (70 METROS LINEALES); VEREDA SAN ISIDRO SECTOR ALTO SOCORRO  (150 METROS LINEALES); VEREDA BAJO MINAS  (180 METROS LINEALES)  VEREDA LAS MERCEDES (200 METROS LINEALES)  LONGITUD TOTAL L=1050 METROS LINEALES  DE LA RED TERCIARIA DEL MUNICIPIO DEL PITAL  DEPARTAMENTO DEL HUILA,593677330,593666468,106000000,699666468,2016.0,02/11/2016,04/08/2016,3,M,45,0,08/23/2016
17-1-178661-6556270,LA GUAJIRA - ALCALDÍA MUNICIPIO DE SAN JUAN DEL CESAR,La Guajira,San Juan del Cesar,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PLACA HUELLA EN EL CORREGIMIENTO DE LA JUNTA ZONA RURAL DEL MUNICIPIO DE SAN JUAN DEL CESAR LA GUAJIRA.,220396089,218223488,0,218223488,2017.0,10/02/2017,10/19/2017,4,M,0,0,02/19/2018
